vehicle_id,vehicle_key,vehicle_label,item_uid,item_type,x,y,z,dx,dy,dz,orientation_code,layer_id,support_id,support_area_ratio,block_id,category,unit_weight,pattern_id,pattern_source
1,vehicle_2,车型2,V01_G5_035,G5,480,200,0,40,40,60,O1,1,floor,1.0,V01_block_98,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_036,G5,520,200,0,40,40,60,O1,1,floor,1.0,V01_block_99,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_037,G5,560,200,0,40,40,60,O1,1,floor,1.0,V01_block_100,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_038,G5,600,200,0,40,40,60,O1,1,floor,1.0,V01_block_101,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G5_039,G5,640,200,0,40,40,60,O1,1,floor,1.0,V01_block_102,directed,18,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_001,G2,0,0,60,50,25,35,O2,2,V01_block_1|V01_block_2|V01_block_3|V01_block_18|V01_block_19|V01_block_20,1.0,V01_block_103,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_002,G2,0,25,60,50,25,35,O2,2,V01_block_1|V01_block_2|V01_block_3|V01_block_18|V01_block_19|V01_block_20,1.0,V01_block_103,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_003,G2,50,0,60,50,25,35,O2,2,V01_block_1|V01_block_2|V01_block_3|V01_block_18|V01_block_19|V01_block_20,1.0,V01_block_103,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_004,G2,50,25,60,50,25,35,O2,2,V01_block_1|V01_block_2|V01_block_3|V01_block_18|V01_block_19|V01_block_20,1.0,V01_block_103,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_005,G2,100,0,60,50,25,35,O2,2,V01_block_3|V01_block_4|V01_block_5|V01_block_20|V01_block_21|V01_block_22,1.0,V01_block_104,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_006,G2,100,25,60,50,25,35,O2,2,V01_block_3|V01_block_4|V01_block_5|V01_block_20|V01_block_21|V01_block_22,1.0,V01_block_104,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_007,G2,150,0,60,50,25,35,O2,2,V01_block_3|V01_block_4|V01_block_5|V01_block_20|V01_block_21|V01_block_22,1.0,V01_block_104,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_008,G2,150,25,60,50,25,35,O2,2,V01_block_3|V01_block_4|V01_block_5|V01_block_20|V01_block_21|V01_block_22,1.0,V01_block_104,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_009,G2,200,0,60,50,25,35,O2,2,V01_block_6|V01_block_7|V01_block_8|V01_block_23|V01_block_24|V01_block_25,1.0,V01_block_105,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_010,G2,200,25,60,50,25,35,O2,2,V01_block_6|V01_block_7|V01_block_8|V01_block_23|V01_block_24|V01_block_25,1.0,V01_block_105,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_011,G2,250,0,60,50,25,35,O2,2,V01_block_6|V01_block_7|V01_block_8|V01_block_23|V01_block_24|V01_block_25,1.0,V01_block_105,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_012,G2,250,25,60,50,25,35,O2,2,V01_block_6|V01_block_7|V01_block_8|V01_block_23|V01_block_24|V01_block_25,1.0,V01_block_105,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_013,G2,300,0,60,50,25,35,O2,2,V01_block_8|V01_block_9|V01_block_10|V01_block_25|V01_block_26|V01_block_27,1.0,V01_block_106,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_014,G2,300,25,60,50,25,35,O2,2,V01_block_8|V01_block_9|V01_block_10|V01_block_25|V01_block_26|V01_block_27,1.0,V01_block_106,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_015,G2,350,0,60,50,25,35,O2,2,V01_block_8|V01_block_9|V01_block_10|V01_block_25|V01_block_26|V01_block_27,1.0,V01_block_106,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_016,G2,350,25,60,50,25,35,O2,2,V01_block_8|V01_block_9|V01_block_10|V01_block_25|V01_block_26|V01_block_27,1.0,V01_block_106,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_017,G2,400,0,60,50,25,35,O2,2,V01_block_11|V01_block_12|V01_block_13|V01_block_28|V01_block_29|V01_block_30,1.0,V01_block_107,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_018,G2,400,25,60,50,25,35,O2,2,V01_block_11|V01_block_12|V01_block_13|V01_block_28|V01_block_29|V01_block_30,1.0,V01_block_107,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_019,G2,450,0,60,50,25,35,O2,2,V01_block_11|V01_block_12|V01_block_13|V01_block_28|V01_block_29|V01_block_30,1.0,V01_block_107,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_020,G2,450,25,60,50,25,35,O2,2,V01_block_11|V01_block_12|V01_block_13|V01_block_28|V01_block_29|V01_block_30,1.0,V01_block_107,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_021,G2,500,0,60,50,25,35,O2,2,V01_block_13|V01_block_14|V01_block_15|V01_block_30|V01_block_31|V01_block_32,1.0,V01_block_108,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_022,G2,500,25,60,50,25,35,O2,2,V01_block_13|V01_block_14|V01_block_15|V01_block_30|V01_block_31|V01_block_32,1.0,V01_block_108,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_023,G2,550,0,60,50,25,35,O2,2,V01_block_13|V01_block_14|V01_block_15|V01_block_30|V01_block_31|V01_block_32,1.0,V01_block_108,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_024,G2,550,25,60,50,25,35,O2,2,V01_block_13|V01_block_14|V01_block_15|V01_block_30|V01_block_31|V01_block_32,1.0,V01_block_108,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_025,G2,600,0,60,25,50,35,O5,2,V01_block_16|V01_block_17|V01_block_33|V01_block_34|V01_block_50|V01_block_51|V01_block_67|V01_block_68,1.0,V01_block_109,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_026,G2,600,50,60,25,50,35,O5,2,V01_block_16|V01_block_17|V01_block_33|V01_block_34|V01_block_50|V01_block_51|V01_block_67|V01_block_68,1.0,V01_block_109,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_027,G2,625,0,60,25,50,35,O5,2,V01_block_16|V01_block_17|V01_block_33|V01_block_34|V01_block_50|V01_block_51|V01_block_67|V01_block_68,1.0,V01_block_109,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_028,G2,625,50,60,25,50,35,O5,2,V01_block_16|V01_block_17|V01_block_33|V01_block_34|V01_block_50|V01_block_51|V01_block_67|V01_block_68,1.0,V01_block_109,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_029,G2,650,0,60,25,50,35,O5,2,V01_block_17|V01_block_34|V01_block_51|V01_block_68,1.0,V01_block_110,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_030,G2,650,50,60,25,50,35,O5,2,V01_block_17|V01_block_34|V01_block_51|V01_block_68,1.0,V01_block_110,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_031,G2,0,50,60,50,25,35,O2,2,V01_block_18|V01_block_19|V01_block_20|V01_block_35|V01_block_36|V01_block_37|V01_block_52|V01_block_53|V01_block_54,1.0,V01_block_111,standard,8,vehicle_2_pattern_025,greedy_residual_1
1,vehicle_2,车型2,V01_G2_032,G2,0,75,60,50,25,35,O2,2,V01_block_18|V01_block_19|V01_block_20|V01_block_35|V01_block_36|V01_block_37|V01_block_52|V01_block_53|V01_block_54,1.0,V01_block_111,standard,8,vehicle_2_pattern_025,greedy_residual_1
