vehicle_id,vehicle_key,vehicle_label,item_uid,item_type,x,y,z,dx,dy,dz,orientation_code,layer_id,support_id,support_area_ratio,block_id,category,unit_weight
1,vehicle_2,车型2,G1_029,G1,520,140,0,40,30,60,O4,1,floor,1.0,block_21,standard,12
1,vehicle_2,车型2,G1_030,G1,520,170,0,40,30,60,O4,1,floor,1.0,block_21,standard,12
1,vehicle_2,车型2,G1_031,G1,560,140,0,40,30,60,O4,1,floor,1.0,block_22,standard,12
1,vehicle_2,车型2,G1_032,G1,560,170,0,40,30,60,O4,1,floor,1.0,block_22,standard,12
1,vehicle_2,车型2,G1_033,G1,600,140,0,40,30,60,O4,1,floor,1.0,block_22,standard,12
1,vehicle_2,车型2,G1_034,G1,600,170,0,40,30,60,O4,1,floor,1.0,block_22,standard,12
1,vehicle_2,车型2,G1_035,G1,640,140,0,40,30,60,O4,1,floor,1.0,block_23,standard,12
1,vehicle_2,车型2,G1_036,G1,640,170,0,40,30,60,O4,1,floor,1.0,block_23,standard,12
1,vehicle_2,车型2,G1_037,G1,0,160,0,40,30,60,O4,1,floor,1.0,block_24,standard,12
1,vehicle_2,车型2,G1_038,G1,0,190,0,40,30,60,O4,1,floor,1.0,block_24,standard,12
1,vehicle_2,车型2,G1_039,G1,40,160,0,40,30,60,O4,1,floor,1.0,block_24,standard,12
1,vehicle_2,车型2,G1_040,G1,40,190,0,40,30,60,O4,1,floor,1.0,block_24,standard,12
1,vehicle_2,车型2,G1_041,G1,80,160,0,40,30,60,O4,1,floor,1.0,block_25,standard,12
1,vehicle_2,车型2,G1_042,G1,80,190,0,40,30,60,O4,1,floor,1.0,block_25,standard,12
1,vehicle_2,车型2,G1_043,G1,120,160,0,40,30,60,O4,1,floor,1.0,block_25,standard,12
1,vehicle_2,车型2,G1_044,G1,120,190,0,40,30,60,O4,1,floor,1.0,block_25,standard,12
1,vehicle_2,车型2,G1_045,G1,160,160,0,40,30,60,O4,1,floor,1.0,block_26,standard,12
1,vehicle_2,车型2,G1_046,G1,160,190,0,40,30,60,O4,1,floor,1.0,block_26,standard,12
1,vehicle_2,车型2,G1_047,G1,200,160,0,40,30,60,O4,1,floor,1.0,block_26,standard,12
1,vehicle_2,车型2,G1_048,G1,200,190,0,40,30,60,O4,1,floor,1.0,block_26,standard,12
1,vehicle_2,车型2,G1_049,G1,240,160,0,40,30,60,O4,1,floor,1.0,block_27,standard,12
1,vehicle_2,车型2,G1_050,G1,240,190,0,40,30,60,O4,1,floor,1.0,block_27,standard,12
1,vehicle_2,车型2,G1_051,G1,280,160,0,40,30,60,O4,1,floor,1.0,block_27,standard,12
1,vehicle_2,车型2,G1_052,G1,280,190,0,40,30,60,O4,1,floor,1.0,block_27,standard,12
1,vehicle_2,车型2,G1_053,G1,320,200,0,40,30,60,O4,1,floor,1.0,block_28,standard,12
1,vehicle_2,车型2,G1_054,G1,360,200,0,40,30,60,O4,1,floor,1.0,block_28,standard,12
1,vehicle_2,车型2,G1_055,G1,400,200,0,40,30,60,O4,1,floor,1.0,block_29,standard,12
1,vehicle_2,车型2,G1_056,G1,440,200,0,40,30,60,O4,1,floor,1.0,block_29,standard,12
1,vehicle_2,车型2,G1_057,G1,480,200,0,40,30,60,O4,1,floor,1.0,block_30,standard,12
1,vehicle_2,车型2,G1_058,G1,520,200,0,40,30,60,O4,1,floor,1.0,block_30,standard,12
1,vehicle_2,车型2,G1_059,G1,560,200,0,40,30,60,O4,1,floor,1.0,block_31,standard,12
1,vehicle_2,车型2,G1_060,G1,600,200,0,40,30,60,O4,1,floor,1.0,block_31,standard,12
1,vehicle_2,车型2,G1_061,G1,640,200,0,40,30,60,O4,1,floor,1.0,block_32,standard,12
1,vehicle_2,车型2,G2_001,G2,0,0,60,50,25,35,O2,2,block_1|block_2,1.0,block_33,standard,8
1,vehicle_2,车型2,G2_002,G2,0,25,60,50,25,35,O2,2,block_1|block_2,1.0,block_33,standard,8
1,vehicle_2,车型2,G2_003,G2,50,0,60,50,25,35,O2,2,block_1|block_2,1.0,block_33,standard,8
1,vehicle_2,车型2,G2_004,G2,50,25,60,50,25,35,O2,2,block_1|block_2,1.0,block_33,standard,8
1,vehicle_2,车型2,G2_005,G2,100,0,60,50,25,35,O2,2,block_2|block_3,1.0,block_34,standard,8
1,vehicle_2,车型2,G2_006,G2,100,25,60,50,25,35,O2,2,block_2|block_3,1.0,block_34,standard,8
1,vehicle_2,车型2,G2_007,G2,150,0,60,50,25,35,O2,2,block_2|block_3,1.0,block_34,standard,8
1,vehicle_2,车型2,G2_008,G2,150,25,60,50,25,35,O2,2,block_2|block_3,1.0,block_34,standard,8
1,vehicle_2,车型2,G2_009,G2,200,0,60,50,25,35,O2,2,block_3|block_4,1.0,block_35,standard,8
1,vehicle_2,车型2,G2_010,G2,200,25,60,50,25,35,O2,2,block_3|block_4,1.0,block_35,standard,8
1,vehicle_2,车型2,G2_011,G2,250,0,60,50,25,35,O2,2,block_3|block_4,1.0,block_35,standard,8
1,vehicle_2,车型2,G2_012,G2,250,25,60,50,25,35,O2,2,block_3|block_4,1.0,block_35,standard,8
1,vehicle_2,车型2,G2_013,G2,300,0,60,50,25,35,O2,2,block_4|block_5,1.0,block_36,standard,8
1,vehicle_2,车型2,G2_014,G2,300,25,60,50,25,35,O2,2,block_4|block_5,1.0,block_36,standard,8
1,vehicle_2,车型2,G2_015,G2,350,0,60,50,25,35,O2,2,block_4|block_5,1.0,block_36,standard,8
1,vehicle_2,车型2,G2_016,G2,350,25,60,50,25,35,O2,2,block_4|block_5,1.0,block_36,standard,8
1,vehicle_2,车型2,G2_017,G2,400,0,60,50,25,35,O2,2,block_6|block_7,1.0,block_37,standard,8
1,vehicle_2,车型2,G2_018,G2,400,25,60,50,25,35,O2,2,block_6|block_7,1.0,block_37,standard,8
1,vehicle_2,车型2,G2_019,G2,450,0,60,50,25,35,O2,2,block_6|block_7,1.0,block_37,standard,8
1,vehicle_2,车型2,G2_020,G2,450,25,60,50,25,35,O2,2,block_6|block_7,1.0,block_37,standard,8
1,vehicle_2,车型2,G2_021,G2,500,0,60,50,25,35,O2,2,block_7|block_8,1.0,block_38,standard,8
1,vehicle_2,车型2,G2_022,G2,500,25,60,50,25,35,O2,2,block_7|block_8,1.0,block_38,standard,8
1,vehicle_2,车型2,G2_023,G2,550,0,60,50,25,35,O2,2,block_7|block_8,1.0,block_38,standard,8
1,vehicle_2,车型2,G2_024,G2,550,25,60,50,25,35,O2,2,block_7|block_8,1.0,block_38,standard,8
1,vehicle_2,车型2,G2_025,G2,600,0,60,25,50,35,O5,2,block_8|block_9|block_17|block_18,1.0,block_39,standard,8
1,vehicle_2,车型2,G2_026,G2,600,50,60,25,50,35,O5,2,block_8|block_9|block_17|block_18,1.0,block_39,standard,8
1,vehicle_2,车型2,G2_027,G2,625,0,60,25,50,35,O5,2,block_8|block_9|block_17|block_18,1.0,block_39,standard,8
1,vehicle_2,车型2,G2_028,G2,625,50,60,25,50,35,O5,2,block_8|block_9|block_17|block_18,1.0,block_39,standard,8
1,vehicle_2,车型2,G2_029,G2,650,0,60,25,50,35,O5,2,block_9|block_18,1.0,block_40,standard,8
1,vehicle_2,车型2,G2_030,G2,650,50,60,25,50,35,O5,2,block_9|block_18,1.0,block_40,standard,8
1,vehicle_2,车型2,G2_031,G2,0,50,60,50,25,35,O2,2,block_1|block_2|block_10|block_11,1.0,block_41,standard,8
1,vehicle_2,车型2,G2_032,G2,0,75,60,50,25,35,O2,2,block_1|block_2|block_10|block_11,1.0,block_41,standard,8
1,vehicle_2,车型2,G2_033,G2,50,50,60,50,25,35,O2,2,block_1|block_2|block_10|block_11,1.0,block_41,standard,8
1,vehicle_2,车型2,G2_034,G2,50,75,60,50,25,35,O2,2,block_1|block_2|block_10|block_11,1.0,block_41,standard,8
1,vehicle_2,车型2,G2_035,G2,100,50,60,50,25,35,O2,2,block_2|block_3|block_11|block_12,1.0,block_42,standard,8
1,vehicle_2,车型2,G2_036,G2,100,75,60,50,25,35,O2,2,block_2|block_3|block_11|block_12,1.0,block_42,standard,8
1,vehicle_2,车型2,G2_037,G2,150,50,60,50,25,35,O2,2,block_2|block_3|block_11|block_12,1.0,block_42,standard,8
1,vehicle_2,车型2,G2_038,G2,150,75,60,50,25,35,O2,2,block_2|block_3|block_11|block_12,1.0,block_42,standard,8
1,vehicle_2,车型2,G2_039,G2,200,50,60,50,25,35,O2,2,block_3|block_4|block_12|block_13,1.0,block_43,standard,8
1,vehicle_2,车型2,G2_040,G2,200,75,60,50,25,35,O2,2,block_3|block_4|block_12|block_13,1.0,block_43,standard,8
1,vehicle_2,车型2,G2_041,G2,250,50,60,50,25,35,O2,2,block_3|block_4|block_12|block_13,1.0,block_43,standard,8
1,vehicle_2,车型2,G2_042,G2,250,75,60,50,25,35,O2,2,block_3|block_4|block_12|block_13,1.0,block_43,standard,8
1,vehicle_2,车型2,G2_043,G2,300,50,60,50,25,35,O2,2,block_4|block_5|block_13|block_14,1.0,block_44,standard,8
1,vehicle_2,车型2,G2_044,G2,300,75,60,50,25,35,O2,2,block_4|block_5|block_13|block_14,1.0,block_44,standard,8
1,vehicle_2,车型2,G2_045,G2,350,50,60,50,25,35,O2,2,block_4|block_5|block_13|block_14,1.0,block_44,standard,8
1,vehicle_2,车型2,G2_046,G2,350,75,60,50,25,35,O2,2,block_4|block_5|block_13|block_14,1.0,block_44,standard,8
1,vehicle_2,车型2,G2_047,G2,400,50,60,50,25,35,O2,2,block_6|block_7|block_15|block_16,1.0,block_45,standard,8
1,vehicle_2,车型2,G2_048,G2,400,75,60,50,25,35,O2,2,block_6|block_7|block_15|block_16,1.0,block_45,standard,8
1,vehicle_2,车型2,G2_049,G2,450,50,60,50,25,35,O2,2,block_6|block_7|block_15|block_16,1.0,block_45,standard,8
1,vehicle_2,车型2,G2_050,G2,450,75,60,50,25,35,O2,2,block_6|block_7|block_15|block_16,1.0,block_45,standard,8
1,vehicle_2,车型2,G2_051,G2,500,50,60,50,25,35,O2,2,block_7|block_8|block_16|block_17,1.0,block_46,standard,8
1,vehicle_2,车型2,G2_052,G2,500,75,60,50,25,35,O2,2,block_7|block_8|block_16|block_17,1.0,block_46,standard,8
1,vehicle_2,车型2,G2_053,G2,550,50,60,50,25,35,O2,2,block_7|block_8|block_16|block_17,1.0,block_46,standard,8
1,vehicle_2,车型2,G2_054,G2,550,75,60,50,25,35,O2,2,block_7|block_8|block_16|block_17,1.0,block_46,standard,8
1,vehicle_2,车型2,G2_055,G2,0,100,60,50,25,35,O2,2,block_10|block_11,1.0,block_47,standard,8
1,vehicle_2,车型2,G2_056,G2,0,125,60,50,25,35,O2,2,block_10|block_11,1.0,block_47,standard,8
1,vehicle_2,车型2,G2_057,G2,50,100,60,50,25,35,O2,2,block_10|block_11,1.0,block_47,standard,8
1,vehicle_2,车型2,G2_058,G2,50,125,60,50,25,35,O2,2,block_10|block_11,1.0,block_47,standard,8
1,vehicle_2,车型2,G2_059,G2,100,100,60,50,25,35,O2,2,block_11|block_12,1.0,block_48,standard,8
1,vehicle_2,车型2,G2_060,G2,100,125,60,50,25,35,O2,2,block_11|block_12,1.0,block_48,standard,8
1,vehicle_2,车型2,G2_061,G2,150,100,60,50,25,35,O2,2,block_11|block_12,1.0,block_48,standard,8
1,vehicle_2,车型2,G2_062,G2,150,125,60,50,25,35,O2,2,block_11|block_12,1.0,block_48,standard,8
1,vehicle_2,车型2,G2_063,G2,200,100,60,50,25,35,O2,2,block_12|block_13,1.0,block_49,standard,8
1,vehicle_2,车型2,G2_064,G2,200,125,60,50,25,35,O2,2,block_12|block_13,1.0,block_49,standard,8
1,vehicle_2,车型2,G2_065,G2,250,100,60,50,25,35,O2,2,block_12|block_13,1.0,block_49,standard,8
1,vehicle_2,车型2,G2_066,G2,250,125,60,50,25,35,O2,2,block_12|block_13,1.0,block_49,standard,8
1,vehicle_2,车型2,G2_067,G2,300,100,60,50,25,35,O2,2,block_13|block_14|block_19,1.0,block_50,standard,8
1,vehicle_2,车型2,G2_068,G2,300,125,60,50,25,35,O2,2,block_13|block_14|block_19,1.0,block_50,standard,8
1,vehicle_2,车型2,G2_069,G2,350,100,60,50,25,35,O2,2,block_13|block_14|block_19,1.0,block_50,standard,8
1,vehicle_2,车型2,G2_070,G2,350,125,60,50,25,35,O2,2,block_13|block_14|block_19,1.0,block_50,standard,8
1,vehicle_2,车型2,G2_071,G2,400,100,60,50,25,35,O2,2,block_15|block_16|block_20|block_21,1.0,block_51,standard,8
1,vehicle_2,车型2,G2_072,G2,400,125,60,50,25,35,O2,2,block_15|block_16|block_20|block_21,1.0,block_51,standard,8
1,vehicle_2,车型2,G2_073,G2,450,100,60,50,25,35,O2,2,block_15|block_16|block_20|block_21,1.0,block_51,standard,8
1,vehicle_2,车型2,G2_074,G2,450,125,60,50,25,35,O2,2,block_15|block_16|block_20|block_21,1.0,block_51,standard,8
1,vehicle_2,车型2,G2_075,G2,500,100,60,50,25,35,O2,2,block_16|block_17|block_21|block_22,1.0,block_52,standard,8
1,vehicle_2,车型2,G2_076,G2,500,125,60,50,25,35,O2,2,block_16|block_17|block_21|block_22,1.0,block_52,standard,8
1,vehicle_2,车型2,G2_077,G2,550,100,60,50,25,35,O2,2,block_16|block_17|block_21|block_22,1.0,block_52,standard,8
1,vehicle_2,车型2,G2_078,G2,550,125,60,50,25,35,O2,2,block_16|block_17|block_21|block_22,1.0,block_52,standard,8
1,vehicle_2,车型2,G2_079,G2,600,100,60,25,50,35,O5,2,block_17|block_18|block_22|block_23,1.0,block_53,standard,8
1,vehicle_2,车型2,G2_080,G2,600,150,60,25,50,35,O5,2,block_17|block_18|block_22|block_23,1.0,block_53,standard,8
1,vehicle_2,车型2,G2_081,G2,625,100,60,25,50,35,O5,2,block_17|block_18|block_22|block_23,1.0,block_53,standard,8
1,vehicle_2,车型2,G2_082,G2,625,150,60,25,50,35,O5,2,block_17|block_18|block_22|block_23,1.0,block_53,standard,8
1,vehicle_2,车型2,G2_083,G2,650,100,60,25,50,35,O5,2,block_18|block_23,1.0,block_54,standard,8
1,vehicle_2,车型2,G2_084,G2,650,150,60,25,50,35,O5,2,block_18|block_23,1.0,block_54,standard,8
1,vehicle_2,车型2,G2_085,G2,0,150,60,50,25,35,O2,2,block_10|block_11|block_24|block_25,1.0,block_55,standard,8
1,vehicle_2,车型2,G2_086,G2,0,175,60,50,25,35,O2,2,block_10|block_11|block_24|block_25,1.0,block_55,standard,8
1,vehicle_2,车型2,G2_087,G2,50,150,60,50,25,35,O2,2,block_10|block_11|block_24|block_25,1.0,block_55,standard,8
1,vehicle_2,车型2,G2_088,G2,50,175,60,50,25,35,O2,2,block_10|block_11|block_24|block_25,1.0,block_55,standard,8
1,vehicle_2,车型2,G2_089,G2,100,150,60,50,25,35,O2,2,block_11|block_12|block_25|block_26,1.0,block_56,standard,8
1,vehicle_2,车型2,G2_090,G2,100,175,60,50,25,35,O2,2,block_11|block_12|block_25|block_26,1.0,block_56,standard,8
1,vehicle_2,车型2,G2_091,G2,150,150,60,50,25,35,O2,2,block_11|block_12|block_25|block_26,1.0,block_56,standard,8
1,vehicle_2,车型2,G2_092,G2,150,175,60,50,25,35,O2,2,block_11|block_12|block_25|block_26,1.0,block_56,standard,8
1,vehicle_2,车型2,G2_093,G2,200,150,60,50,25,35,O2,2,block_12|block_13|block_26|block_27,1.0,block_57,standard,8
1,vehicle_2,车型2,G2_094,G2,200,175,60,50,25,35,O2,2,block_12|block_13|block_26|block_27,1.0,block_57,standard,8
1,vehicle_2,车型2,G2_095,G2,250,150,60,50,25,35,O2,2,block_12|block_13|block_26|block_27,1.0,block_57,standard,8
1,vehicle_2,车型2,G2_096,G2,250,175,60,50,25,35,O2,2,block_12|block_13|block_26|block_27,1.0,block_57,standard,8
1,vehicle_2,车型2,G2_097,G2,300,150,60,50,25,35,O2,2,block_13|block_19|block_27,1.0,block_58,standard,8
1,vehicle_2,车型2,G2_098,G2,300,175,60,50,25,35,O2,2,block_13|block_19|block_27,1.0,block_58,standard,8
1,vehicle_2,车型2,G2_099,G2,350,150,60,50,25,35,O2,2,block_13|block_19|block_27,1.0,block_58,standard,8
1,vehicle_2,车型2,G2_100,G2,350,175,60,50,25,35,O2,2,block_13|block_19|block_27,1.0,block_58,standard,8
1,vehicle_2,车型2,G3_001,G3,0,0,95,40,50,70,O6,3,block_33|block_41,1.0,block_59,fragile,15
1,vehicle_2,车型2,G3_002,G3,0,50,95,40,50,70,O6,3,block_33|block_41,1.0,block_59,fragile,15
1,vehicle_2,车型2,G3_003,G3,40,0,95,40,50,70,O6,3,block_33|block_41,1.0,block_60,fragile,15
1,vehicle_2,车型2,G3_004,G3,40,50,95,40,50,70,O6,3,block_33|block_41,1.0,block_60,fragile,15
1,vehicle_2,车型2,G3_005,G3,80,0,95,40,50,70,O6,3,block_33|block_34|block_41|block_42,1.0,block_61,fragile,15
1,vehicle_2,车型2,G3_006,G3,80,50,95,40,50,70,O6,3,block_33|block_34|block_41|block_42,1.0,block_61,fragile,15
1,vehicle_2,车型2,G3_007,G3,120,0,95,40,50,70,O6,3,block_34|block_42,1.0,block_62,fragile,15
1,vehicle_2,车型2,G3_008,G3,120,50,95,40,50,70,O6,3,block_34|block_42,1.0,block_62,fragile,15
1,vehicle_2,车型2,G3_009,G3,160,0,95,40,50,70,O6,3,block_34|block_42,1.0,block_63,fragile,15
1,vehicle_2,车型2,G3_010,G3,160,50,95,40,50,70,O6,3,block_34|block_42,1.0,block_63,fragile,15
1,vehicle_2,车型2,G3_011,G3,200,0,95,40,50,70,O6,3,block_35|block_43,1.0,block_64,fragile,15
1,vehicle_2,车型2,G3_012,G3,200,50,95,40,50,70,O6,3,block_35|block_43,1.0,block_64,fragile,15
1,vehicle_2,车型2,G3_013,G3,240,0,95,40,50,70,O6,3,block_35|block_43,1.0,block_65,fragile,15
1,vehicle_2,车型2,G3_014,G3,240,50,95,40,50,70,O6,3,block_35|block_43,1.0,block_65,fragile,15
1,vehicle_2,车型2,G3_015,G3,280,0,95,40,50,70,O6,3,block_35|block_36|block_43|block_44,1.0,block_66,fragile,15
1,vehicle_2,车型2,G3_016,G3,280,50,95,40,50,70,O6,3,block_35|block_36|block_43|block_44,1.0,block_66,fragile,15
1,vehicle_2,车型2,G3_017,G3,320,0,95,40,50,70,O6,3,block_36|block_44,1.0,block_67,fragile,15
1,vehicle_2,车型2,G3_018,G3,320,50,95,40,50,70,O6,3,block_36|block_44,1.0,block_67,fragile,15
1,vehicle_2,车型2,G3_019,G3,360,0,95,40,50,70,O6,3,block_36|block_44,1.0,block_68,fragile,15
1,vehicle_2,车型2,G3_020,G3,360,50,95,40,50,70,O6,3,block_36|block_44,1.0,block_68,fragile,15
1,vehicle_2,车型2,G3_021,G3,400,0,95,40,50,70,O6,3,block_37|block_45,1.0,block_69,fragile,15
1,vehicle_2,车型2,G3_022,G3,400,50,95,40,50,70,O6,3,block_37|block_45,1.0,block_69,fragile,15
1,vehicle_2,车型2,G3_023,G3,440,0,95,40,50,70,O6,3,block_37|block_45,1.0,block_70,fragile,15
1,vehicle_2,车型2,G3_024,G3,440,50,95,40,50,70,O6,3,block_37|block_45,1.0,block_70,fragile,15
